index;path;total_conversions;total_conversion_value
2777;SHOPPING > SEARCH > SEARCH > SEARCH > DIRECTO > SEARCH > SEARCH > SEARCH > DIRECTO > DIRECTO > DIRECTO > CRITEO > SEARCH;1;18
2778;SHOPPING > SEARCH > SEARCH > SEARCH > ORGANICO;1;17
2779;SHOPPING > SEARCH > SEARCH > SEARCH > ORGANICO > SEARCH > ORGANICO > DIRECTO > SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > FACEBOOK;1;134
2780;SHOPPING > SEARCH > SEARCH > SMART > DIRECTO > SMART;1;30
2781;SHOPPING > SEARCH > SEARCH > BRANDING > DIRECTO;1;575
2782;SHOPPING > SEARCH > SEARCH > BRANDING > CRITEO > EMAIL > BRANDING > BRANDING > SHOPPING > SHOPPING;1;121
2783;SHOPPING > SEARCH > SEARCH > ORGANICO > SEARCH > SEARCH > BRANDING > DIRECTO > CRITEO > DIRECTO > BRANDING > BRANDING > BRANDING > SHOPPING > BRANDING > BRANDING > BRANDING;1;30
2784;SHOPPING > SEARCH > SEARCH > SHOPPING > SEARCH > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING;1;56
2785;SHOPPING > SEARCH > SEARCH > SHOPPING > SHOPPING > BRANDING > BRANDING > BRANDING;1;234
2786;SHOPPING > SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > SHOPPING > BRANDING > DIRECTO > DIRECTO > SHOPPING > BRANDING > DIRECTO > DIRECTO > DIRECTO > (Other) > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING > DIRECTO;1;25
2787;SHOPPING > SEARCH > DIRECTO > DIRECTO > SMART > DIRECTO;1;15
2788;SHOPPING > SEARCH > DIRECTO > DIRECTO > CRITEO > ORGANICO > DIRECTO > BRANDING;1;78
2789;SHOPPING > SEARCH > DIRECTO > SEARCH;1;45
2790;SHOPPING > SEARCH > DIRECTO > SEARCH > DIRECTO > SEARCH;1;27
2791;SHOPPING > SEARCH > DIRECTO > BRANDING;1;119
2792;SHOPPING > SEARCH > BRANDING;1;67
2793;SHOPPING > SEARCH > BRANDING > DIRECTO > DIRECTO > BRANDING;1;35
2794;SHOPPING > SEARCH > BRANDING > ORGANICO > DIRECTO;1;100
2795;SHOPPING > SEARCH > FACEBOOK;1;51
2796;SHOPPING > SEARCH > FACEBOOK > BRANDING;1;64
2797;SHOPPING > SEARCH > ORGANICO > DIRECTO > DIRECTO > BRANDING > DIRECTO > BRANDING;1;135
2798;SHOPPING > SEARCH > ORGANICO > EMAIL > DIRECTO > SHOPPING > DIRECTO > ORGANICO > BRANDING > DIRECTO > DIRECTO > SEARCH;1;291
2799;SHOPPING > SEARCH > ORGANICO > CRITEO;1;218
2800;SHOPPING > SEARCH > ORGANICO > FACEBOOK;1;30
2801;SHOPPING > SEARCH > ORGANICO > SHOPPING > SHOPPING > SHOPPING > SHOPPING;1;78
2802;SHOPPING > SEARCH > SHOPPING > DIRECTO > DIRECTO > DIRECTO;1;62
2803;SHOPPING > SEARCH > SHOPPING > SEARCH;1;45
2804;SHOPPING > SEARCH > SHOPPING > SEARCH > SHOPPING > DIRECTO > DIRECTO;1;49
2805;SHOPPING > SEARCH > SHOPPING > SEARCH > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;14
2806;SHOPPING > SEARCH > SHOPPING > (Other) > SHOPPING > SHOPPING > SEARCH;1;23
2807;SHOPPING > SEARCH > SHOPPING > BRANDING;1;65
2808;SHOPPING > SEARCH > SHOPPING > BRANDING > ORGANICO;1;12
2809;SHOPPING > SEARCH > SHOPPING > FACEBOOK;1;60
2810;SHOPPING > SEARCH > SHOPPING > ORGANICO;1;151
2811;SHOPPING > SEARCH > SHOPPING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;21
2812;SHOPPING > SEARCH > SHOPPING > ORGANICO > DIRECTO > BRANDING > SEARCH > SEARCH > DIRECTO > ORGANICO > SEARCH;1;75
2813;SHOPPING > SEARCH > SHOPPING > SHOPPING;1;35
2814;SHOPPING > SEARCH > SHOPPING > SHOPPING > SHOPPING;1;44
2815;SHOPPING > SEARCH > SHOPPING > SHOPPING > SHOPPING > SHOPPING;1;51
2816;SHOPPING > EMAIL > DIRECTO > ORGANICO;1;27
2817;SHOPPING > EMAIL > BRANDING > BRANDING > EMAIL > DIRECTO > DIRECTO > BRANDING > BRANDING;1;49
2818;SHOPPING > EMAIL > ORGANICO > DIRECTO > DIRECTO > DIRECTO;1;67
2819;SHOPPING > EMAIL > ORGANICO > BRANDING > DIRECTO > DIRECTO > BRANDING > SHOPPING > SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > SHOPPING > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SHOPPING > SHOPPING > SHOPPING;1;103
2820;SHOPPING > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > DISPLAY GOOGLE (impression) > SMART (impression) > SMART (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > DISPLAY GOOGLE (impression) > SMART (impression) > DISPLAY GOOGLE (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SHOPPING > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > SMART (impression) > ORGANICO;1;55
2821;SHOPPING > SMART (impression) > SMART (impression) > BRANDING;1;57
2822;SHOPPING > SMART;1;34
2823;SHOPPING > SMART > DIRECTO;1;26
2824;SHOPPING > SMART > DIRECTO > SMART (impression) > SMART (impression) > SMART (impression) > DISPLAY GOOGLE (impression) > FACEBOOK > DIRECTO > DIRECTO;1;58
2825;SHOPPING > SMART > CRITEO > SHOPPING > BRANDING > BRANDING;1;140
2826;SHOPPING > SMART > SHOPPING > DIRECTO > DIRECTO > FACEBOOK;1;39
2827;SHOPPING > SMART > SHOPPING > SMART;1;102
2828;SHOPPING > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO;1;40
2829;SHOPPING > DIRECTO > DIRECTO > DIRECTO > SEARCH > DIRECTO > DIRECTO;1;13
2830;SHOPPING > DIRECTO > DIRECTO > DIRECTO > EMAIL;1;51
2831;SHOPPING > DIRECTO > DIRECTO > DIRECTO > SMART > DIRECTO;1;31
2832;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;87
2833;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;53
2834;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;56
2835;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;144
2836;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO;1;93
2837;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > BRANDING > BRANDING > BRANDING > DIRECTO;1;15
2838;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > BRANDING > BRANDING > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;167
2839;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > BRANDING > BRANDING > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;22
2840;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO;1;35
2841;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO;1;93
2842;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SHOPPING > SHOPPING;1;49
2843;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO;1;91
2844;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO;1;15
2845;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > SHOPPING > BRANDING;1;239
2846;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK > DIRECTO;1;971
2847;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SHOPPING > CRITEO > DIRECTO > BRANDING > DIRECTO;1;66
2848;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;503
2849;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > SHOPPING > DIRECTO;1;78
2850;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO;1;20
2851;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > SEARCH > FACEBOOK;1;502
2852;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK;1;44
2853;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SHOPPING > SHOPPING;1;149
2854;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;35
2855;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO;1;35
2856;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > (Other) > DIRECTO > BRANDING;1;13
2857;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK;1;27
2858;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;54
2859;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > BRANDING;1;32
2860;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;108
2861;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;170
2862;SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO;1;87
2863;SHOPPING > DIRECTO > DIRECTO > DIRECTO > BRANDING > FACEBOOK > BRANDING > DIRECTO;1;110
2864;SHOPPING > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO;1;198
2865;SHOPPING > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;121
2866;SHOPPING > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > ORGANICO > DIRECTO > DIRECTO;1;24
2867;SHOPPING > DIRECTO > DIRECTO > DIRECTO > SHOPPING > DIRECTO > SHOPPING > SHOPPING > SHOPPING > SHOPPING > DIRECTO > DIRECTO > SHOPPING;1;153
2868;SHOPPING > DIRECTO > DIRECTO > DIRECTO > SHOPPING > ORGANICO > BRANDING > BRANDING > DIRECTO > DIRECTO > DIRECTO;1;55
2869;SHOPPING > DIRECTO > DIRECTO > DIRECTO > SHOPPING > SHOPPING;1;136
2870;SHOPPING > DIRECTO > DIRECTO > EMAIL > DIRECTO > DIRECTO > DIRECTO;1;227
2871;SHOPPING > DIRECTO > DIRECTO > CRITEO;1;10
2872;SHOPPING > DIRECTO > DIRECTO > CRITEO > DIRECTO;1;35
2873;SHOPPING > DIRECTO > DIRECTO > CRITEO > DIRECTO > FACEBOOK;1;70
2874;SHOPPING > DIRECTO > DIRECTO > CRITEO > CRITEO > DIRECTO;1;162
2875;SHOPPING > DIRECTO > DIRECTO > CRITEO > ORGANICO;1;117
2876;SHOPPING > DIRECTO > DIRECTO > CRITEO > SHOPPING;1;22
2877;SHOPPING > DIRECTO > DIRECTO > CRITEO > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;13
2878;SHOPPING > DIRECTO > DIRECTO > SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;44
2879;SHOPPING > DIRECTO > DIRECTO > ORGANICO > EMAIL;1;60
2880;SHOPPING > DIRECTO > DIRECTO > ORGANICO > DIRECTO;1;112
2881;SHOPPING > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;134
2882;SHOPPING > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;54
2883;SHOPPING > DIRECTO > DIRECTO > ORGANICO > DIRECTO > SHOPPING > DIRECTO > DIRECTO > DIRECTO > SHOPPING > DIRECTO > DIRECTO;1;23
2884;SHOPPING > DIRECTO > DIRECTO > ORGANICO > DIRECTO > SHOPPING > EMAIL > SHOPPING > ORGANICO;1;76
2885;SHOPPING > DIRECTO > DIRECTO > BRANDING > DIRECTO;1;30
2886;SHOPPING > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO;1;156
2887;SHOPPING > DIRECTO > DIRECTO > BRANDING > BRANDING;1;41
2888;SHOPPING > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING;1;17
2889;SHOPPING > DIRECTO > DIRECTO > BRANDING > BRANDING > BRANDING > DIRECTO > BRANDING;1;160
2890;SHOPPING > DIRECTO > DIRECTO > BRANDING > SHOPPING > BRANDING > DIRECTO;1;78
2891;SHOPPING > DIRECTO > DIRECTO > SHOPPING > DIRECTO > DIRECTO;1;69
2892;SHOPPING > DIRECTO > DIRECTO > SHOPPING > BRANDING > DIRECTO;1;58
2893;SHOPPING > DIRECTO > DIRECTO > SHOPPING > ORGANICO > SEARCH > SHOPPING > ORGANICO > DIRECTO;1;38
2894;SHOPPING > DIRECTO > DIRECTO > SHOPPING > SHOPPING > EMAIL;1;50
2895;SHOPPING > DIRECTO > EMAIL > DIRECTO;1;53
2896;SHOPPING > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;62
2897;SHOPPING > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > (Other) > ORGANICO;1;28
2898;SHOPPING > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > (Other) > ORGANICO > DIRECTO > DIRECTO > DIRECTO;1;47
2899;SHOPPING > DIRECTO > CRITEO > DIRECTO > SHOPPING > DIRECTO;1;65
2900;SHOPPING > DIRECTO > CRITEO > BRANDING;1;108
2901;SHOPPING > DIRECTO > CRITEO > BRANDING > DIRECTO > BRANDING > CRITEO > BRANDING > CRITEO > BRANDING > CRITEO > BRANDING > BRANDING > FACEBOOK;1;12
2902;SHOPPING > DIRECTO > CRITEO > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING > DIRECTO;1;268
2903;SHOPPING > DIRECTO > CRITEO > ORGANICO;1;186
2904;SHOPPING > DIRECTO > CRITEO > SHOPPING > DIRECTO > DIRECTO > ORGANICO > DIRECTO > SHOPPING;1;198
2905;SHOPPING > DIRECTO > CRITEO > SHOPPING > SHOPPING > DIRECTO > DIRECTO > CRITEO > SHOPPING;1;154
2906;SHOPPING > DIRECTO > CRITEO > SHOPPING > SHOPPING > SHOPPING > SHOPPING > DIRECTO;1;42
2907;SHOPPING > DIRECTO > SEARCH > DIRECTO;1;49
2908;SHOPPING > DIRECTO > SEARCH > DIRECTO > DIRECTO;1;45
2909;SHOPPING > DIRECTO > SEARCH > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;297
2910;SHOPPING > DIRECTO > SEARCH > BRANDING;1;60
2911;SHOPPING > DIRECTO > SEARCH > SHOPPING > BRANDING;1;468
2912;SHOPPING > DIRECTO > (Other);1;52
2913;SHOPPING > DIRECTO > (Other) > DIRECTO > DIRECTO > ORGANICO > CRITEO > DIRECTO > DIRECTO > DIRECTO;1;13
2914;SHOPPING > DIRECTO > (Other) > (Other) > DIRECTO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > CRITEO > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO;1;50
2915;SHOPPING > DIRECTO > BRANDING > DIRECTO > CRITEO;1;55
2916;SHOPPING > DIRECTO > BRANDING > DIRECTO > DIRECTO;1;69
2917;SHOPPING > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;305
2918;SHOPPING > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING;1;807
2919;SHOPPING > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO > BRANDING > DIRECTO;1;169
2920;SHOPPING > DIRECTO > BRANDING > DIRECTO > DIRECTO > BRANDING > DIRECTO > BRANDING > DIRECTO;1;332
2921;SHOPPING > DIRECTO > BRANDING > DIRECTO > BRANDING;1;40
2922;SHOPPING > DIRECTO > BRANDING > DIRECTO > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING;1;47
2923;SHOPPING > DIRECTO > BRANDING > BRANDING > BRANDING;1;29
2924;SHOPPING > DIRECTO > BRANDING > FACEBOOK;1;108
2925;SHOPPING > DIRECTO > BRANDING > SHOPPING;1;85
2926;SHOPPING > DIRECTO > FACEBOOK > DIRECTO > DIRECTO > FACEBOOK;1;71
2927;SHOPPING > DIRECTO > FACEBOOK > SHOPPING;1;100
2928;SHOPPING > DIRECTO > ORGANICO > DIRECTO > CRITEO > ORGANICO > BRANDING > BRANDING > ORGANICO > SHOPPING > DIRECTO > ORGANICO > CRITEO > DIRECTO > BRANDING > BRANDING > BRANDING > DIRECTO > BRANDING > DIRECTO > EMAIL > BRANDING > DISPLAY GOOGLE (impression) > EMAIL > ORGANICO > BRANDING > ORGANICO > BRANDING > ORGANICO > CRITEO > BRANDING > CRITEO > BRANDING;1;31
2929;SHOPPING > DIRECTO > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;143
2930;SHOPPING > DIRECTO > ORGANICO > DIRECTO > (Other) > ORGANICO > DIRECTO;1;207
2931;SHOPPING > DIRECTO > ORGANICO > DIRECTO > BRANDING;1;95
2932;SHOPPING > DIRECTO > ORGANICO > DIRECTO > BRANDING > DIRECTO > BRANDING > BRANDING > DIRECTO > BRANDING > BRANDING > DIRECTO > CRITEO > BRANDING > DIRECTO;1;57
2933;SHOPPING > DIRECTO > ORGANICO > DIRECTO > SHOPPING;1;42
2934;SHOPPING > DIRECTO > ORGANICO > DIRECTO > SHOPPING > DIRECTO > DIRECTO > DIRECTO > SHOPPING;1;128
2935;SHOPPING > DIRECTO > ORGANICO > DIRECTO > SHOPPING > ORGANICO > CRITEO > BRANDING > BRANDING > BRANDING;1;60
2936;SHOPPING > DIRECTO > ORGANICO > CRITEO > ORGANICO;1;17
2937;SHOPPING > DIRECTO > ORGANICO > BRANDING;1;45
2938;SHOPPING > DIRECTO > ORGANICO > BRANDING > ORGANICO > DIRECTO > DIRECTO > BRANDING > BRANDING;1;99
2939;SHOPPING > DIRECTO > ORGANICO > FACEBOOK;1;105
2940;SHOPPING > DIRECTO > ORGANICO > SHOPPING;1;162
2941;SHOPPING > DIRECTO > ORGANICO > SHOPPING > DIRECTO;1;100
2942;SHOPPING > DIRECTO > ORGANICO > SHOPPING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;20
2943;SHOPPING > DIRECTO > ORGANICO > SHOPPING > SHOPPING > DIRECTO > SHOPPING > DIRECTO > DIRECTO > DIRECTO > SMART > DIRECTO > DIRECTO > DIRECTO;1;259
2944;SHOPPING > DIRECTO > SHOPPING > DIRECTO > DIRECTO;1;53
2945;SHOPPING > DIRECTO > SHOPPING > CRITEO;1;150
2946;SHOPPING > DIRECTO > SHOPPING > CRITEO > SHOPPING;1;23
2947;SHOPPING > DIRECTO > SHOPPING > SEARCH > DIRECTO > DIRECTO > DIRECTO > FACEBOOK > SEARCH;1;98
2948;SHOPPING > DIRECTO > SHOPPING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK > ORGANICO > FACEBOOK;1;60
2949;SHOPPING > DIRECTO > SHOPPING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > FACEBOOK > ORGANICO > FACEBOOK > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > SHOPPING;1;26
2950;SHOPPING > DIRECTO > SHOPPING > ORGANICO > SHOPPING;1;18
2951;SHOPPING > DIRECTO > SHOPPING > BRANDING > BRANDING > ORGANICO > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING > DIRECTO > BRANDING > BRANDING > DIRECTO > SHOPPING > DIRECTO > DIRECTO;1;36
2952;SHOPPING > DIRECTO > SHOPPING > BRANDING > SHOPPING > ORGANICO > DIRECTO;1;22
2953;SHOPPING > DIRECTO > SHOPPING > FACEBOOK;1;18
2954;SHOPPING > DIRECTO > SHOPPING > SHOPPING > BRANDING;1;105
2955;SHOPPING > DIRECTO > SHOPPING > SHOPPING > BRANDING > BRANDING > BRANDING;1;10
2956;SHOPPING > DIRECTO > SHOPPING > SHOPPING > SHOPPING > SHOPPING;1;54
2957;SHOPPING > DIRECTO > SHOPPING > SHOPPING > SHOPPING > SHOPPING > CRITEO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > ORGANICO > SHOPPING > ORGANICO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;108
2958;SHOPPING > DIRECTO > SHOPPING > SHOPPING > SHOPPING > SHOPPING > SHOPPING;1;45
2959;SHOPPING > (Other);1;134
2960;SHOPPING > (Other) > (Other);1;123
2961;SHOPPING > (Other) > ORGANICO;1;222
2962;SHOPPING > (Other) > BRANDING > DIRECTO > DIRECTO > BRANDING;1;67
2963;SHOPPING > BING_CPC > SHOPPING > BRANDING;1;55
2964;SHOPPING > BRANDING > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO;1;40
2965;SHOPPING > BRANDING > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > BRANDING;1;85
2966;SHOPPING > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;49
2967;SHOPPING > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;40
2968;SHOPPING > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;94
2969;SHOPPING > BRANDING > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO > DIRECTO;1;28
2970;SHOPPING > BRANDING > DIRECTO > DIRECTO > DIRECTO > BRANDING > DIRECTO > DIRECTO;1;119
2971;SHOPPING > BRANDING > DIRECTO > DIRECTO > BRANDING > FACEBOOK;1;20
2972;SHOPPING > BRANDING > DIRECTO > DIRECTO > BRANDING > FACEBOOK > SHOPPING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING > BRANDING;1;17
2973;SHOPPING > BRANDING > DIRECTO > DIRECTO > SHOPPING;1;60
2974;SHOPPING > BRANDING > DIRECTO > DIRECTO > SHOPPING > DIRECTO > DIRECTO;1;78
2975;SHOPPING > BRANDING > DIRECTO > (Other);1;17
2976;SHOPPING > BRANDING > DIRECTO > ORGANICO > BRANDING;1;149
2977;SHOPPING > BRANDING > DIRECTO > BRANDING;1;38
2978;SHOPPING > BRANDING > DIRECTO > BRANDING > DIRECTO > DIRECTO > DIRECTO > CRITEO > DIRECTO > DIRECTO > ORGANICO > DIRECTO > DIRECTO;1;39
2979;SHOPPING > BRANDING > DIRECTO > BRANDING > BRANDING > BRANDING;1;42
2980;SHOPPING > BRANDING > DIRECTO > BRANDING > BRANDING > SHOPPING > SHOPPING > BRANDING > BRANDING;1;17
2981;SHOPPING > BRANDING > DIRECTO > FACEBOOK;1;21
2982;SHOPPING > BRANDING > DIRECTO > SHOPPING > SHOPPING > SHOPPING > SHOPPING > CRITEO;1;63
